,real,model
0,0.2716959667339059,0.24824252724647522
1,0.3070190701828116,0.24824252724647522
2,0.4806401977063459,0.4369388818740845
3,0.7081381967922035,0.507917046546936
4,0.401808267294114,0.4369388818740845
5,0.6204371323379195,0.507917046546936
6,0.2170786279044935,0.24824252724647522
7,0.07455042971659742,0.12568984925746918
8,0.16557372184085173,0.08089803904294968
9,0.06574305853006251,0.12568984925746918
10,0.028399201826848294,0.024826139211654663
11,0.13551917070100095,0.24824252724647522
12,0.4361226109333367,0.4369388818740845
13,0.5566799036696508,0.507917046546936
14,0.7815294464014358,0.6633585691452026
15,0.8577512168111529,0.6633585691452026
16,0.6056608131099699,0.507917046546936
17,0.3362483352136297,0.4369388818740845
18,0.22043259487839106,0.24824252724647522
19,0.7582145113187332,0.6633585691452026
20,0.07924640703042374,0.12568984925746918
21,0.0100728769502626,0.024826139211654663
22,0.5825292896100843,0.6633585691452026
23,0.3831900894851634,0.4369388818740845
24,0.08700435064259228,0.12568984925746918
25,0.3094033770950112,0.4369388818740845
26,0.669629213235827,0.6633585691452026
27,0.566995917845594,0.507917046546936
28,0.09332070985670736,0.12568984925746918
29,0.6247893780706559,0.6633585691452026
30,0.5792110216756866,0.648563027381897
31,0.20182854620813484,0.24824252724647522
32,0.014583337240388627,0.14851604402065277
33,0.13840762438141765,0.12568984925746918
34,0.00014085991423040678,0.14851604402065277
35,0.33984289412429464,0.4369388818740845
36,0.2348802804741636,0.24824252724647522
37,0.4858835434074708,0.507917046546936
38,0.6116261561402493,0.648563027381897
39,0.2352433937510865,0.4369388818740845
40,0.2105557951230024,0.24824252724647522
41,0.2665782301174871,0.24824252724647522
42,0.05112880667813363,0.024826139211654663
43,0.417040442701154,0.4369388818740845
44,0.0900604091296594,0.12568984925746918
45,0.6947176177698231,0.648563027381897
46,0.2829760524452017,0.24824252724647522
47,0.6708763751058375,0.507917046546936
48,0.3072359272961122,0.4369388818740845
49,0.2494611076598777,0.24824252724647522
50,0.27345194813819484,0.24824252724647522
51,0.30277882029115155,0.24824252724647522
52,0.10529307072836193,0.12568984925746918
53,0.23999714438551034,0.08089803904294968
54,0.3288495645337223,0.4369388818740845
55,0.5409360816259295,0.507917046546936
56,0.24537937340385474,0.24824252724647522
57,0.42706225246707663,0.4369388818740845
58,0.7151380490517373,0.6633585691452026
59,0.6869439282315821,0.6633585691452026
60,0.7863000171687783,0.8003321886062622
61,0.9032032987809736,0.8003321886062622
62,0.8317250980784352,0.8003321886062622
63,0.6120510656873599,0.6633585691452026
64,0.5614098932875522,0.6633585691452026
65,0.35790556336336665,0.507917046546936
66,0.4833041871012529,0.507917046546936
67,0.7287532872025193,0.6633585691452026
68,0.09639526739480683,0.12568984925746918
69,0.051411414063869836,0.024826139211654663
70,0.038573233826043614,0.024826139211654663
71,0.2051189783917375,0.24824252724647522
72,0.35418965999127283,0.24824252724647522
73,0.40185241063842736,0.4369388818740845
74,0.5287870186542901,0.507917046546936
75,0.08183971560169577,0.12568984925746918
76,0.4735657612216128,0.507917046546936
77,0.1379000958556581,0.24824252724647522
78,0.7563236715047723,0.8003321886062622
79,0.01477143344151743,0.14851604402065277
80,0.8505507046958594,0.8003321886062622
81,0.09097300045925527,0.12568984925746918
82,0.6130999341380289,0.6633585691452026
83,0.0866881981493498,0.12568984925746918
84,0.07264056544049348,0.12568984925746918
85,0.32979405984203625,0.24824252724647522
86,0.3000028683127227,0.24824252724647522
87,0.1980199471124301,0.24824252724647522
88,0.4187945948942343,0.24824252724647522
89,0.027855117378582258,0.024826139211654663
90,0.015916126199702063,0.07526786625385284
91,0.6709873107120292,0.507917046546936
92,0.195784966489852,0.24824252724647522
93,0.2926384621566741,0.24824252724647522
94,0.28433743897065805,0.24824252724647522
95,0.3286045891197645,0.24824252724647522
96,0.35288962123042755,0.24824252724647522
97,0.1254667426967806,0.12568984925746918
98,0.10613471179252087,0.12568984925746918
99,0.24598527915182444,0.4369388818740845
100,0.449086927831638,0.4369388818740845
101,0.35193174908552344,0.4369388818740845
102,0.09962192158974326,0.12568984925746918
103,0.030889946548541655,0.024826139211654663
104,0.3087062991791182,0.24824252724647522
105,0.5584326304362289,0.507917046546936
106,0.07090958439025631,0.12568984925746918
107,0.570604626241361,0.507917046546936
108,0.5419889499717341,0.507917046546936
109,0.5190539632639011,0.507917046546936
110,0.3151039942982236,0.483248770236969
111,0.2589332972422657,0.24824252724647522
112,0.047524793569450614,0.024826139211654663
113,0.0815323568939163,0.12568984925746918
114,0.07167003044817649,0.12568984925746918
115,0.37227689516542617,0.4369388818740845
116,0.3154439494659468,0.4369388818740845
117,0.08344513820936994,0.12568984925746918
118,0.42038741216022335,0.4369388818740845
119,0.07741209660125359,0.12568984925746918
120,0.2699186508051214,0.24824252724647522
121,0.2612268088223289,0.24824252724647522
122,0.1402503856374685,0.24824252724647522
123,0.14614713182838968,0.24824252724647522
124,0.2817733217674646,0.24824252724647522
125,0.07558435122443019,0.024826139211654663
126,0.2313221759945615,0.24824252724647522
127,0.7651024788496785,0.6633585691452026
128,0.17623250933165924,0.24824252724647522
129,0.7051599074633265,0.6633585691452026
130,0.8073215423309422,0.8003321886062622
131,0.7593388042641598,0.6633585691452026
132,0.25975802572466666,0.483248770236969
133,0.29521100621760515,0.483248770236969
134,0.2957389974768593,0.483248770236969
135,0.135010064157722,0.12568984925746918
136,0.1848749481281772,0.12568984925746918
137,0.11157943537085724,0.12568984925746918
138,0.6352773215321954,0.6633585691452026
139,0.44586293938166177,0.507917046546936
140,0.32499300017030364,0.4369388818740845
141,0.39968543854928573,0.4369388818740845
142,0.2237401756266504,0.24824252724647522
143,0.5421362601987326,0.507917046546936
144,0.2427061992550508,0.4369388818740845
145,0.3213172948642929,0.4369388818740845
146,0.2105513159692724,0.24824252724647522
147,0.06291727377649442,0.12568984925746918
148,0.08251624772302169,0.12568984925746918
149,0.3854968532715491,0.4369388818740845
150,0.006248654061688855,0.14851604402065277
151,0.4360085109337587,0.4369388818740845
152,0.2668691411561608,0.24824252724647522
153,0.3104194968066033,0.24824252724647522
154,0.022412902618612892,0.024826139211654663
155,0.29662550865527243,0.4369388818740845
156,0.6375891578293088,0.507917046546936
157,0.8127420116865915,0.6633585691452026
158,0.07819329364458162,0.12568984925746918
159,0.10144671713765016,0.12568984925746918
160,0.4979469819615979,0.507917046546936
161,0.04761139597772568,0.024826139211654663
162,0.29816868211436753,0.24824252724647522
163,0.6626105847775972,0.6633585691452026
164,0.684424018891973,0.6633585691452026
165,0.38259390756631584,0.4369388818740845
166,0.4895913713535824,0.507917046546936
167,0.05047079165538737,0.024826139211654663
168,0.8238666419726307,0.8003321886062622
169,0.5756385558517969,0.6633585691452026
170,0.0836147982334925,0.12568984925746918
171,0.06817856271422257,0.12568984925746918
172,0.447548740557216,0.507917046546936
173,0.5704197585055807,0.507917046546936
174,0.4400108918642177,0.4369388818740845
175,0.6625523044945844,0.507917046546936
176,0.598093913795545,0.507917046546936
177,0.26957357319420017,0.24824252724647522
178,0.06743783912114087,0.024826139211654663
179,0.6018461739494166,0.507917046546936
180,0.4480521578608232,0.4369388818740845
181,0.6977733499582648,0.6633585691452026
182,0.5342572232523578,0.507917046546936
183,0.08885477162848565,0.12568984925746918
184,0.2083600517511074,0.24824252724647522
185,0.17273327151142326,0.24824252724647522
186,0.2610500666135254,0.24824252724647522
187,0.05120645115465339,0.12568984925746918
188,0.5753746201775092,0.507917046546936
189,0.16556736421351534,0.24824249744415283
190,0.10350015690680137,0.12568984925746918
